Country,State lgd code,State,Year,Types of coal,Coal consuming sectors,Coal consumed
India,33,Tamil Nadu,2011,RAW COAL,PULP & PAPER,73000
India,33,Tamil Nadu,2013,LIGNITE,CHEMICAL,18000
India,33,Tamil Nadu,2011,RAW COAL,SPONGE IRON,115000
India,33,Tamil Nadu,2013,LIGNITE,TEXTILES & RAYONS,3000
India,33,Tamil Nadu,2012,LIGNITE,CEMENT,586000
India,33,Tamil Nadu,2013,RAW COAL,POWER (CAPTIVE),584000
India,33,Tamil Nadu,2012,LIGNITE,CHEMICAL,1000
India,33,Tamil Nadu,2014,LIGNITE,TEXTILES & RAYONS,4000
India,33,Tamil Nadu,2014,LIGNITE,CHEMICAL,13000
India,33,Tamil Nadu,2014,RAW COAL,CEMENT,127000
India,33,Tamil Nadu,2014,LIGNITE,OTHER,53000
India,33,Tamil Nadu,2014,RAW COAL,POWER (CAPTIVE),614000
India,33,Tamil Nadu,2014,LIGNITE,PULP & PAPER,71000
India,33,Tamil Nadu,2014,RAW COAL,PULP & PAPER,15000
India,33,Tamil Nadu,2015,LIGNITE,BRICKS,13000
India,33,Tamil Nadu,2015,LIGNITE,OTHER,55000
India,33,Tamil Nadu,2015,RAW COAL,OTHER,174000
India,33,Tamil Nadu,2015,LIGNITE,TEXTILES & RAYONS,1000
India,33,Tamil Nadu,2016,RAW COAL,CEMENT,120000
India,33,Tamil Nadu,2015,RAW COAL,POWER (UTILITY),16659000
India,33,Tamil Nadu,2017,LIGNITE,POWER (UTILITY),22871000
India,33,Tamil Nadu,2016,LIGNITE,POWER (UTILITY),23594000
India,33,Tamil Nadu,2018,LIGNITE,STEEL (BOILERS),120000
India,33,Tamil Nadu,2016,LIGNITE,PULP & PAPER,43000
India,33,Tamil Nadu,2018,RAW COAL,POWER (UTILITY),22701000
India,33,Tamil Nadu,2016,RAW COAL,POWER (CAPTIVE),710000
India,33,Tamil Nadu,2018,WASHED COAL,POWER (UTILITY),130000
India,33,Tamil Nadu,2017,LIGNITE,CHEMICAL,0
India,33,Tamil Nadu,2019,LIGNITE,POWER (CAPTIVE),1366000
India,33,Tamil Nadu,2018,LIGNITE,POWER (CAPTIVE),1046000
India,33,Tamil Nadu,2019,LIGNITE,PULP & PAPER,139000
India,33,Tamil Nadu,2018,RAW COAL,PULP & PAPER,23000
India,33,Tamil Nadu,2019,RAW COAL,POWER (UTILITY),24167000
India,33,Tamil Nadu,2020,LIGNITE,BRICKS,11000
India,33,Tamil Nadu,2020,LIGNITE,POWER (CAPTIVE),22897000
India,33,Tamil Nadu,2020,RAW COAL,BRICKS,2000
India,33,Tamil Nadu,2020,RAW COAL,CEMENT,89000
India,36,Telangana,2011,RAW COAL,POWER (UTILITY),14682391.4
India,36,Telangana,2011,WASHED COAL,BRICKS,1184.955725
India,36,Telangana,2011,WASHED COAL,CEMENT,81366.95977
India,36,Telangana,2011,WASHED COAL,POWER (CAPTIVE),15404.42442
India,36,Telangana,2011,WASHED COAL,POWER (UTILITY),92426.54653
India,36,Telangana,2012,RAW COAL,POWER (CAPTIVE),1320435.663
India,36,Telangana,2011,WASHED COAL,SPONGE IRON,1974.926208
India,36,Telangana,2013,RAW COAL,POWER (CAPTIVE),1380078.434
India,36,Telangana,2012,RAW COAL,PULP & PAPER,344032.1454
India,36,Telangana,2015,RAW COAL,PULP & PAPER,568000
India,36,Telangana,2012,RAW COAL,TEXTILES & RAYONS,9874.63104
India,36,Telangana,2015,RAW COAL,TEXTILES & RAYONS,19000
India,36,Telangana,2014,RAW COAL,CEMENT,1442486.102
India,36,Telangana,2017,RAW COAL,PULP & PAPER,533000
India,36,Telangana,2014,RAW COAL,METALLURGICAL USE- DIRECT FEED,2764.896691
India,36,Telangana,2017,RAW COAL,TEXTILES & RAYONS,16000
India,36,Telangana,2014,RAW COAL,OTHER,1254473.127
India,36,Telangana,2019,RAW COAL,CEMENT,1707000
India,36,Telangana,2015,RAW COAL,CHEMICAL,175000
India,36,Telangana,2019,RAW COAL,OTHER,2237000
India,36,Telangana,2015,RAW COAL,OTHER,5004000
India,36,Telangana,2019,RAW COAL,TEXTILES & RAYONS,22000
India,36,Telangana,2016,RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),69000
India,36,Telangana,2020,RAW COAL,PULP & PAPER,836000
India,36,Telangana,2016,RAW COAL,POWER (CAPTIVE),1300000
India,37,Ladakh,2014,RAW COAL,BRICKS,0
India,37,Ladakh,2014,RAW COAL,TEXTILES & RAYONS,0
India,37,Ladakh,2014,RAW COAL,OTHER,0
India,37,Ladakh,2016,RAW COAL,CEMENT,0
India,37,Ladakh,2015,RAW COAL,BRICKS,0
India,37,Ladakh,2017,RAW COAL,OTHER,18.98695959
India,37,Ladakh,2015,RAW COAL,CEMENT,0
India,37,Ladakh,2019,RAW COAL,OTHER,0
India,37,Ladakh,2015,RAW COAL,PULP & PAPER,0
India,37,Ladakh,2020,RAW COAL,CEMENT,151.8956767
India,37,Ladakh,2016,RAW COAL,TEXTILES & RAYONS,0
India,37,Ladakh,2020,RAW COAL,OTHER,189.8695959
